Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
validator,org.apache.commons.validator,Validator,setParameter,3,1,2,333,0,,
validator,org.apache.commons.validator,Validator,setUseContextClassLoader,3,1,1,346,0,,
validator,org.apache.commons.validator,Validator,validate,13,3,0,359,0,org.apache.commons.validator.Validator,org.apache.commons.validator.Validator
validator,org.apache.commons.validator,ValidatorAction,executeValidationMethod,48,8,4,137,0,org.apache.commons.validator.ValidatorAction,org.apache.commons.validator.ValidatorAction
validator,org.apache.commons.validator,ValidatorAction,formatJavaScriptFileName,7,2,0,211,0,,
validator,org.apache.commons.validator,ValidatorAction,generateJsFunction,7,1,0,224,0,,
validator,org.apache.commons.validator,ValidatorAction,getClassLoader,4,1,1,237,0,org.apache.commons.validator.ValidatorAction,org.apache.commons.validator.ValidatorAction
validator,org.apache.commons.validator,ValidatorAction,getClassname,3,1,0,245,0,,
validator,org.apache.commons.validator,ValidatorAction,getDependencyList,3,1,0,254,0,,
validator,org.apache.commons.validator,ValidatorAction,getDepends,3,1,0,263,0,,
validator,org.apache.commons.validator,ValidatorAction,getJavascript,3,1,0,272,0,,
validator,org.apache.commons.validator,ValidatorAction,getJsFunctionName,3,1,0,281,0,,
validator,org.apache.commons.validator,ValidatorAction,getLog,6,2,0,290,0,,
validator,org.apache.commons.validator,ValidatorAction,getMethod,3,1,0,304,0,,
validator,org.apache.commons.validator,ValidatorAction,getMethodParams,3,1,0,313,0,,
validator,org.apache.commons.validator,ValidatorAction,getMsg,3,1,0,322,0,,
validator,org.apache.commons.validator,ValidatorAction,getName,3,1,0,331,0,,
validator,org.apache.commons.validator,ValidatorAction,getParameterValues,8,2,1,340,0,,
validator,org.apache.commons.validator,ValidatorAction,getValidationClassInstance,15,3,0,359,0,,
validator,org.apache.commons.validator,ValidatorAction,getValidator,3,1,1,379,0,,
validator,org.apache.commons.validator,ValidatorAction,handleIndexedField,9,1,3,383,0,,
validator,org.apache.commons.validator,ValidatorAction,init,3,1,0,408,0,org.apache.commons.validator.ValidatorAction,org.apache.commons.validator.ValidatorAction
validator,org.apache.commons.validator,ValidatorAction,isDependency,3,1,1,415,0,,
