Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
validator,org.apache.commons.validator,Field,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
validator,org.apache.commons.validator.routines,CreditCardValidator.CreditCardRange,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
validator,org.apache.commons.validator.routines,DomainValidator.Item,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
validator,org.apache.commons.validator.routines,IBANValidator.Validator,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
