Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,19,0,20,20,470,25,0,0,0.25,0,4,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\CreditCardValidatorTest.java,29
commons-validator,org.apache.commons.validator.routines,CurrencyValidatorTest,3,0,7,6,108,7,0,0,0.2857142857142857,0,3,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\CurrencyValidatorTest.java,30
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,1,0,4,3,123,5,0,1,0.75,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\DateValidatorTest.java,34
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,0,0,21,21,147,21,0,0,-1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\DomainValidatorStartupTest.java,36
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,1,0,31,21,450,80,0,0,0.1935483870967742,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\DomainValidatorTest.java,54
commons-validator,org.apache.commons.validator.routines,DoubleValidatorTest,0,0,3,2,81,3,0,1,-1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\DoubleValidatorTest.java,29
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,4,0,27,27,279,32,0,0,0.25925925925925924,0,3,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\EmailValidatorTest.java,36
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,0,0,4,3,100,4,0,1,-1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\FloatValidatorTest.java,30
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,5,0,18,14,0,39,0,0,0.3888888888888889,0,2,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\IBANValidatorTest.java,43
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,1,0,9,8,558,11,0,0,0.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\InetAddressValidatorTest.java,26
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,8,0,4,3,95,4,0,1,1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\IntegerValidatorTest.java,29
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,4,0,12,12,212,16,0,0,1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\ISBNValidatorTest.java,29
commons-validator,org.apache.commons.validator.routines,ISINValidatorTest,5,0,4,4,33,9,0,0,0.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\ISINValidatorTest.java,24
commons-validator,org.apache.commons.validator.routines,ISSNValidatorTest,3,0,9,9,107,12,0,0,0.0,0,3,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\ISSNValidatorTest.java,33
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,9,0,3,2,90,3,0,1,1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\LongValidatorTest.java,29
commons-validator,org.apache.commons.validator.routines,PercentValidatorTest,1,0,5,3,57,5,0,0,0.8,0,3,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\PercentValidatorTest.java,30
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,10,0,9,8,199,13,0,0,0.3333333333333333,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\RegexValidatorTest.java,31
commons-validator,org.apache.commons.validator.routines,ShortValidatorTest,0,0,3,2,83,3,0,1,-1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\ShortValidatorTest.java,29
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,11,0,11,7,205,15,0,0,0.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\TimeValidatorTest.java,34
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,13,0,38,36,429,59,0,0,0.868421052631579,0,4,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\UrlValidatorTest.java,37
commons-validator,org.apache.commons.validator.routines.checkdigit,ABANumberCheckDigit,3,1,2,1,31,2,0,3,1.0,1,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\routines\checkdigit\ABANumberCheckDigit.java,19
commons-validator,org.apache.commons.validator.routines.checkdigit,AbstractCheckDigit,0,0,0,0,5,0,4,1,-1.0,0,0,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\routines\checkdigit\AbstractCheckDigit.java,20
commons-validator,org.apache.commons.validator.routines.checkdigit,CASNumberCheckDigit,9,0,5,3,79,8,0,3,0.6,1,4,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\routines\checkdigit\CASNumberCheckDigit.java,22
commons-validator,org.apache.commons.validator.routines.checkdigit,CheckDigit,0,0,2,0,20,2,1,0,-1.0,17,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\routines\checkdigit\CheckDigit.java,21
commons-validator,org.apache.commons.validator.routines.checkdigit,CheckDigitException,1,0,3,3,27,3,0,0,1.0,13,0,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\routines\checkdigit\CheckDigitException.java,19
commons-validator,org.apache.commons.validator.routines.checkdigit,CUSIPCheckDigit,3,1,3,1,48,4,0,3,1.0,1,3,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\routines\checkdigit\CUSIPCheckDigit.java,19
commons-validator,org.apache.commons.validator.routines.checkdigit,EAN13CheckDigit,3,1,2,1,30,2,0,3,1.0,6,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\routines\checkdigit\EAN13CheckDigit.java,19
commons-validator,org.apache.commons.validator.routines.checkdigit,ECNumberCheckDigit,7,0,5,3,71,8,0,3,0.6,1,4,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\routines\checkdigit\ECNumberCheckDigit.java,22
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigit,6,1,4,3,77,10,0,2,0.5,3,2,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\routines\checkdigit\IBANCheckDigit.java,21
commons-validator,org.apache.commons.validator.routines.checkdigit,ISBN10CheckDigit,2,1,4,1,53,6,0,3,1.0,3,2,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\routines\checkdigit\ISBN10CheckDigit.java,19
commons-validator,org.apache.commons.validator.routines.checkdigit,ISBNCheckDigit,4,3,2,2,54,8,0,2,0.0,1,5,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\routines\checkdigit\ISBNCheckDigit.java,23
commons-validator,org.apache.commons.validator.routines.checkdigit,ISINCheckDigit,4,1,3,1,57,7,0,3,1.0,2,3,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\routines\checkdigit\ISINCheckDigit.java,19
commons-validator,org.apache.commons.validator.routines.checkdigit,ISSNCheckDigit,2,1,4,1,32,6,0,3,1.0,2,2,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\routines\checkdigit\ISSNCheckDigit.java,19
commons-validator,org.apache.commons.validator.routines.checkdigit,LuhnCheckDigit,3,1,2,1,32,2,0,3,1.0,3,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\routines\checkdigit\LuhnCheckDigit.java,19
commons-validator,org.apache.commons.validator.routines.checkdigit,ModulusCheckDigit,4,0,10,5,134,17,11,2,0.3,3,2,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\routines\checkdigit\ModulusCheckDigit.java,23
commons-validator,org.apache.commons.validator.routines.checkdigit,ModulusTenCheckDigit,4,0,7,5,97,11,0,3,0.42857142857142855,0,3,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\routines\checkdigit\ModulusTenCheckDigit.java,24
commons-validator,org.apache.commons.validator.routines.checkdigit,SedolCheckDigit,4,1,4,1,60,6,0,3,0.75,1,2,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\routines\checkdigit\SedolCheckDigit.java,19
commons-validator,org.apache.commons.validator.routines.checkdigit,VerhoeffCheckDigit,5,1,3,2,72,7,0,2,0.0,1,3,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\routines\checkdigit\VerhoeffCheckDigit.java,23
commons-validator,org.apache.commons.validator.routines.checkdigit,ABANumberCheckDigitTest,0,0,1,0,12,1,0,1,-1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\ABANumberCheckDigitTest.java,21
commons-validator,org.apache.commons.validator.routines.checkdigit,AbstractCheckDigitTest,8,0,11,7,224,32,18,0,0.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\AbstractCheckDigitTest.java,37
commons-validator,org.apache.commons.validator.routines.checkdigit,CASNumberCheckDigitTest,10,0,2,0,32,3,0,1,1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\CASNumberCheckDigitTest.java,21
commons-validator,org.apache.commons.validator.routines.checkdigit,CUSIPCheckDigitTest,2,0,3,2,25,5,0,1,1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\CUSIPCheckDigitTest.java,25
commons-validator,org.apache.commons.validator.routines.checkdigit,EAN13CheckDigitTest,0,0,1,0,12,1,0,1,-1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\EAN13CheckDigitTest.java,21
commons-validator,org.apache.commons.validator.routines.checkdigit,ECNumberCheckDigitTest,6,0,2,0,28,3,0,1,1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\ECNumberCheckDigitTest.java,21
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigitTest,0,0,7,3,77,14,0,1,-1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\IBANCheckDigitTest.java,28
commons-validator,org.apache.commons.validator.routines.checkdigit,ISBN10CheckDigitTest,0,0,1,0,12,1,0,1,-1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\ISBN10CheckDigitTest.java,21
commons-validator,org.apache.commons.validator.routines.checkdigit,ISBNCheckDigitTest,0,0,2,1,51,2,0,1,-1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\ISBNCheckDigitTest.java,26
commons-validator,org.apache.commons.validator.routines.checkdigit,ISINCheckDigitTest,1,0,2,1,19,3,0,1,1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\ISINCheckDigitTest.java,24
commons-validator,org.apache.commons.validator.routines.checkdigit,ISSNCheckDigitTest,0,0,1,0,15,1,0,1,-1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\ISSNCheckDigitTest.java,21
commons-validator,org.apache.commons.validator.routines.checkdigit,LuhnCheckDigitTest,6,0,1,0,18,1,0,1,0.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\LuhnCheckDigitTest.java,21
commons-validator,org.apache.commons.validator.routines.checkdigit,ModulusTenABACheckDigitTest,0,0,1,0,12,1,0,1,-1.0,0,0,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\ModulusTenABACheckDigitTest.java,21
commons-validator,org.apache.commons.validator.routines.checkdigit,ModulusTenCUSIPCheckDigitTest,2,0,3,2,25,5,0,1,1.0,0,0,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\ModulusTenCUSIPCheckDigitTest.java,25
commons-validator,org.apache.commons.validator.routines.checkdigit,ModulusTenEAN13CheckDigitTest,0,0,1,0,12,1,0,1,-1.0,0,0,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\ModulusTenEAN13CheckDigitTest.java,21
commons-validator,org.apache.commons.validator.routines.checkdigit,ModulusTenLuhnCheckDigitTest,6,0,1,0,18,1,0,1,0.0,0,0,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\ModulusTenLuhnCheckDigitTest.java,21
commons-validator,org.apache.commons.validator.routines.checkdigit,ModulusTenSedolCheckDigitTest,1,0,2,1,20,3,0,1,1.0,0,0,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\ModulusTenSedolCheckDigitTest.java,24
commons-validator,org.apache.commons.validator.routines.checkdigit,SedolCheckDigitTest,1,0,2,1,20,3,0,1,1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\SedolCheckDigitTest.java,24
commons-validator,org.apache.commons.validator.routines.checkdigit,VerhoeffCheckDigitTest,0,0,2,1,17,2,0,1,-1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\routines\checkdigit\VerhoeffCheckDigitTest.java,22
commons-validator,org.apache.commons.validator.util,Flags,2,0,14,14,126,17,0,0,0.21428571428571427,3,0,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\util\Flags.java,21
commons-validator,org.apache.commons.validator.util,ValidatorUtils,1,0,4,4,97,15,0,0,1.0,6,0,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\main\java\org\apache\commons\validator\util\ValidatorUtils.java,33
commons-validator,org.apache.commons.validator.util,FlagsTest,3,0,13,13,80,13,0,0,0.9230769230769231,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\util\FlagsTest.java,25
commons-validator,org.apache.commons.validator.util,ValidatorUtilsTest,0,0,1,1,14,1,0,0,-1.0,0,1,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\util\ValidatorUtilsTest.java,25
commons-validator,org.apache.commons.validator.custom,CustomValidatorResources,1,0,1,1,15,1,0,1,0.0,0,0,C:\Summer 2024 Term\CSCI 3130\Assignment-3\commons-validator\src\test\java\org\apache\commons\validator\custom\CustomValidatorResources.java,25
