Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidatorTest,testInvalidStrict,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.AbstractNumberValidator.isValid; org.apache.commons.validator.routines.AbstractNumberValidator.parse
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidatorTest,testRangeMinMax,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidatorTest,testRangeMinMax,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.AbstractNumberValidator.minValue; org.apache.commons.validator.routines.AbstractNumberValidator.maxValue; org.apache.commons.validator.routines.AbstractNumberValidator.isInRange
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidatorTest,testSerialization,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidatorTest,testSerialization,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidatorTest,testValidateLocale,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidatorTest,testValidateMinMax,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidatorTest,testValidateMinMax,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidatorTest,testValidNotStrict,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidatorTest,testValidNotStrict,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.AbstractNumberValidator.isValid; org.apache.commons.validator.routines.AbstractNumberValidator.parse
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidatorTest,testValidStrict,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidatorTest,testValidStrict,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.AbstractNumberValidator.isValid; org.apache.commons.validator.routines.AbstractNumberValidator.parse
commons-validator,org.apache.commons.validator.routines,BigDecimalValidatorTest,testBigDecimalRangeMinMax,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,BigDecimalValidatorTest,testBigDecimalRangeMinMax,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.BigDecimalValidator.isInRange; org.apache.commons.validator.routines.BigDecimalValidator.maxValue; org.apache.commons.validator.routines.BigDecimalValidator.minValue
commons-validator,org.apache.commons.validator.routines,BigDecimalValidatorTest,testBigDecimalValidatorMethods,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-validator,org.apache.commons.validator.routines,BigDecimalValidatorTest,testBigDecimalValidatorMethods,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.BigDecimalValidator.validate; org.apache.commons.validator.routines.AbstractNumberValidator.isValid; org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.BigDecimalValidator.validate; org.apache.commons.validator.routines.BigDecimalValidator.getInstance; org.apache.commons.validator.routines.BigDecimalValidator.validate
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerRangeMinMax,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerRangeMinMax,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.BigIntegerValidator.isInRange; org.apache.commons.validator.routines.BigIntegerValidator.minValue; org.apache.commons.validator.routines.BigIntegerValidator.maxValue
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerValidatorMethods,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerValidatorMethods,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.BigIntegerValidator.getInstance; org.apache.commons.validator.routines.BigIntegerValidator.validate; org.apache.commons.validator.routines.AbstractNumberValidator.isValid; org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.BigIntegerValidator.validate; org.apache.commons.validator.routines.BigIntegerValidator.validate; org.apache.commons.validator.routines.AbstractFormatValidator.isValid
commons-validator,org.apache.commons.validator.routines,ByteValidatorTest,testByteRangeMinMax,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,ByteValidatorTest,testByteValidatorMethods,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-validator,org.apache.commons.validator.routines,ByteValidatorTest,testByteValidatorMethods,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.ByteValidator.validate; org.apache.commons.validator.routines.ByteValidator.getInstance; org.apache.commons.validator.routines.AbstractNumberValidator.isValid; org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.ByteValidator.validate; org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.ByteValidator.validate
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testAdjustToTimeZone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 18
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCalendarValidatorMethods,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 21
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCalendarValidatorMethods,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CalendarValidator.getInstance; org.apache.commons.validator.routines.CalendarValidator.validate; org.apache.commons.validator.routines.CalendarValidator.validate; org.apache.commons.validator.routines.AbstractCalendarValidator.isValid; org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.CalendarValidator.validate; org.apache.commons.validator.routines.CalendarValidator.validate
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 37
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CalendarValidator.compareQuarters; org.apache.commons.validator.routines.CalendarValidator.compareMonths; org.apache.commons.validator.routines.CalendarValidator.compareWeeks; org.apache.commons.validator.routines.CalendarValidator.compareQuarters; org.apache.commons.validator.routines.AbstractCalendarValidator.compare; org.apache.commons.validator.routines.CalendarValidator.compareYears; org.apache.commons.validator.routines.CalendarValidator.compareDates
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testDateTimeStyle,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testDateTimeStyle,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.AbstractFormatValidator.isValid
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testFormat,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testFormat,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.AbstractCalendarValidator.format; org.apache.commons.validator.routines.AbstractCalendarValidator.format; org.apache.commons.validator.routines.AbstractFormatValidator.format; org.apache.commons.validator.routines.AbstractCalendarValidator.format
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testCheckDigit,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testCheckDigit,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CodeValidator.isValid; org.apache.commons.validator.routines.CodeValidator.getCheckDigit; org.apache.commons.validator.routines.CodeValidator.validate
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testConstructors,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testConstructors,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CodeValidator.getRegexValidator; org.apache.commons.validator.routines.CodeValidator.getMaxLength; org.apache.commons.validator.routines.RegexValidator.toString; org.apache.commons.validator.routines.CodeValidator.getMinLength; org.apache.commons.validator.routines.CodeValidator.getCheckDigit
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testLength,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 37
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testLength,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CodeValidator.getMaxLength; org.apache.commons.validator.routines.CodeValidator.getMinLength; org.apache.commons.validator.routines.CodeValidator.validate
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testNoInput,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testRegex,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 20
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testRegex,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CodeValidator.getRegexValidator; org.apache.commons.validator.routines.RegexValidator.toString; org.apache.commons.validator.routines.CodeValidator.validate
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testValidator294Part1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testAddAllowedCardType,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testAmexOption,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testAmexOption,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CreditCardValidator.validate; org.apache.commons.validator.routines.CreditCardValidator.isValid
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testAmexValidator,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 29
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testAmexValidator,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CodeValidator.getRegexValidator; org.apache.commons.validator.routines.RegexValidator.isValid; org.apache.commons.validator.routines.CodeValidator.isValid; org.apache.commons.validator.routines.CodeValidator.validate
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testArrayConstructor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testDinersOption,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testDinersOption,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CreditCardValidator.validate; org.apache.commons.validator.routines.CreditCardValidator.isValid
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testDinersValidator,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 44
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testDinersValidator,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CodeValidator.getRegexValidator; org.apache.commons.validator.routines.RegexValidator.isValid; org.apache.commons.validator.routines.CodeValidator.isValid; org.apache.commons.validator.routines.CodeValidator.validate
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testDiscoverOption,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testDiscoverOption,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CreditCardValidator.validate; org.apache.commons.validator.routines.CreditCardValidator.isValid
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testDiscoverValidator,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 39
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testDiscoverValidator,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CodeValidator.getRegexValidator; org.apache.commons.validator.routines.RegexValidator.isValid; org.apache.commons.validator.routines.CodeValidator.isValid; org.apache.commons.validator.routines.CodeValidator.validate
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testDisjointRange,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testGeneric,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testGeneric,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CreditCardValidator.isValid; org.apache.commons.validator.routines.CreditCardValidator.genericCreditCardValidator
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testIsValid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 20
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testIsValid,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CreditCardValidator.validate; org.apache.commons.validator.routines.CreditCardValidator.isValid
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testMastercardOption,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testMastercardOption,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CreditCardValidator.validate; org.apache.commons.validator.routines.CreditCardValidator.isValid
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testMastercardUsingSeparators,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testMastercardUsingSeparators,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CodeValidator.getRegexValidator; org.apache.commons.validator.routines.RegexValidator.isValid; org.apache.commons.validator.routines.RegexValidator.validate; org.apache.commons.validator.routines.CodeValidator.validate
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testMastercardValidator,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 35
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testMastercardValidator,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CodeValidator.getRegexValidator; org.apache.commons.validator.routines.RegexValidator.isValid; org.apache.commons.validator.routines.CodeValidator.isValid; org.apache.commons.validator.routines.CodeValidator.validate
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testRangeGenerator,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testRangeGeneratorNoLuhn,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testRangeGeneratorNoLuhn,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CodeValidator.isValid; org.apache.commons.validator.routines.CreditCardValidator.createRangeValidator
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testVisaOption,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testVisaOption,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CreditCardValidator.validate; org.apache.commons.validator.routines.CreditCardValidator.isValid
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testVisaValidator,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 29
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testVisaValidator,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CodeValidator.getRegexValidator; org.apache.commons.validator.routines.RegexValidator.isValid; org.apache.commons.validator.routines.CodeValidator.isValid; org.apache.commons.validator.routines.CodeValidator.validate
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testVPayOption,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testVPayOption,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CreditCardValidator.validate; org.apache.commons.validator.routines.CreditCardValidator.isValid
commons-validator,org.apache.commons.validator.routines,CurrencyValidatorTest,testFormatType,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,CurrencyValidatorTest,testFormatType,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CurrencyValidator.getInstance; org.apache.commons.validator.routines.AbstractNumberValidator.getFormatType
commons-validator,org.apache.commons.validator.routines,CurrencyValidatorTest,testIntegerInvalid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,CurrencyValidatorTest,testIntegerValid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-validator,org.apache.commons.validator.routines,CurrencyValidatorTest,testIntegerValid,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.BigDecimalValidator.validate; org.apache.commons.validator.routines.BigDecimalValidator.validate
commons-validator,org.apache.commons.validator.routines,CurrencyValidatorTest,testInvalid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-validator,org.apache.commons.validator.routines,CurrencyValidatorTest,testInvalid,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CurrencyValidator.getInstance; org.apache.commons.validator.routines.BigDecimalValidator.validate; org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.AbstractFormatValidator.isValid
commons-validator,org.apache.commons.validator.routines,CurrencyValidatorTest,testPattern,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
commons-validator,org.apache.commons.validator.routines,CurrencyValidatorTest,testPattern,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CurrencyValidator.getInstance; org.apache.commons.validator.routines.AbstractNumberValidator.isValid; org.apache.commons.validator.routines.BigDecimalValidator.validate
commons-validator,org.apache.commons.validator.routines,CurrencyValidatorTest,testValid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
commons-validator,org.apache.commons.validator.routines,CurrencyValidatorTest,testValid,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.CurrencyValidator.getInstance; org.apache.commons.validator.routines.BigDecimalValidator.validate; org.apache.commons.validator.routines.BigDecimalValidator.validate
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 33
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.DateValidator.compareQuarters; org.apache.commons.validator.routines.DateValidator.compareMonths; org.apache.commons.validator.routines.DateValidator.compareQuarters; org.apache.commons.validator.routines.DateValidator.compareDates; org.apache.commons.validator.routines.DateValidator.compareWeeks; org.apache.commons.validator.routines.DateValidator.compareYears
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testDateValidatorMethods,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 21
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testDateValidatorMethods,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.DateValidator.validate; org.apache.commons.validator.routines.DateValidator.validate; org.apache.commons.validator.routines.DateValidator.getInstance; org.apache.commons.validator.routines.AbstractCalendarValidator.isValid; org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.DateValidator.validate; org.apache.commons.validator.routines.DateValidator.validate; org.apache.commons.validator.routines.AbstractFormatValidator.isValid
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testLocaleProviders,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testLocaleProviders,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testCannotUpdate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testInstanceOverride,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testInstanceOverride,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.DomainValidator.getInstance; org.apache.commons.validator.routines.DomainValidator.isValidGenericTld; org.apache.commons.validator.routines.DomainValidator.isValidCountryCodeTld; org.apache.commons.validator.routines.DomainValidator.getInstance
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testUpdateBaseArrayCC,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testUpdateBaseArrayGeneric,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testUpdateBaseArrayInfra,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testUpdateBaseArrayLocal,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testUpdateGeneric3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testUpdateGeneric3,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.DomainValidator.isValidGenericTld; org.apache.commons.validator.routines.DomainValidator.getInstance
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testValidator412a,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testValidator412a,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.DomainValidator.isValidGenericTld; org.apache.commons.validator.routines.DomainValidator.getInstance; org.apache.commons.validator.routines.DomainValidator.isValid
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testValidator412b,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testValidator412b,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.DomainValidator.isValidGenericTld; org.apache.commons.validator.routines.DomainValidator.getInstance; org.apache.commons.validator.routines.DomainValidator.isValid
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testValidator412c,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testValidator412c,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.DomainValidator.getInstance; org.apache.commons.validator.routines.DomainValidator.isValid; org.apache.commons.validator.routines.DomainValidator.isValidLocalTld
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testValidator412d,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
