Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testValidator412d,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.DomainValidator.getInstance; org.apache.commons.validator.routines.DomainValidator.isValid; org.apache.commons.validator.routines.DomainValidator.isValidLocalTld
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,testAllowLocal,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,testAllowLocal,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.DomainValidator.getInstance; org.apache.commons.validator.routines.DomainValidator.isValid
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,testDomainNoDots,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,testGetArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,testIDNJava6OrLater,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,testInvalidDomains,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,testRFC2396domainlabel,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,testRFC2396toplabel,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,testTopLevelDomains,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,testTopLevelDomains,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.DomainValidator.isValidInfrastructureTld; org.apache.commons.validator.routines.DomainValidator.isValidTld; org.apache.commons.validator.routines.DomainValidator.isValidGenericTld; org.apache.commons.validator.routines.DomainValidator.isValidCountryCodeTld; org.apache.commons.validator.routines.DomainValidator.isValid
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,testUnicodeToASCII,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,testValidator306,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,testValidDomains,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-validator,org.apache.commons.validator.routines,DoubleValidatorTest,testDoubleRangeMinMax,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,DoubleValidatorTest,testDoubleValidatorMethods,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-validator,org.apache.commons.validator.routines,DoubleValidatorTest,testDoubleValidatorMethods,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.DoubleValidator.validate; org.apache.commons.validator.routines.DoubleValidator.validate; org.apache.commons.validator.routines.DoubleValidator.validate; org.apache.commons.validator.routines.AbstractNumberValidator.isValid; org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.DoubleValidator.getInstance; org.apache.commons.validator.routines.AbstractFormatValidator.isValid
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testEmailExtension,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testEmailLocalhost,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testEmailLocalhost,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.EmailValidator.isValid; org.apache.commons.validator.routines.EmailValidator.getInstance
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testEmailUserName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 61
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testEmailWithBogusCharacter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testEmailWithCommas,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testEmailWithControlChars,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testEmailWithDash,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testEmailWithNumericAddress,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testEmailWithSlashes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testEmailWithSpaces,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testValidator235,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testValidator278,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testValidator293,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testValidator315,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testValidator473Part1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testValidator473Part2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testValidator473Part3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testValidator473Part4,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,EmailValidatorTest,testValidator473Part4,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.EmailValidator.isValidDomain; org.apache.commons.validator.routines.DomainValidator.getInstance
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatRangeMinMax,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatSmallestValues,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatValidatorMethods,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatValidatorMethods,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.FloatValidator.validate; org.apache.commons.validator.routines.FloatValidator.validate; org.apache.commons.validator.routines.AbstractNumberValidator.isValid; org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.FloatValidator.validate; org.apache.commons.validator.routines.FloatValidator.getInstance
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testGetValidator,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testHasValidator,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetDefaultValidator1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetDefaultValidator2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetValidatorLC,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetValidatorLen1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetValidatorLen35,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetValidatorLen7,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSorted,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSorted,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testValid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testValid,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.IBANValidator.isValid; org.apache.commons.validator.routines.checkdigit.CheckDigit.isValid; org.apache.commons.validator.routines.IBANValidator.hasValidator
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testBrokenInetAddresses,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testBrokenInetAddresses,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.InetAddressValidator.isValidInet6Address; org.apache.commons.validator.routines.InetAddressValidator.isValid
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testInetAddressesByClass,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testInetAddressesFromTheWild,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 472
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testReservedInetAddresses,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testValidator419,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testValidator445,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerRangeMinMax,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerValidatorMethods,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerValidatorMethods,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.IntegerValidator.validate; org.apache.commons.validator.routines.IntegerValidator.validate; org.apache.commons.validator.routines.IntegerValidator.validate; org.apache.commons.validator.routines.AbstractNumberValidator.isValid; org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.IntegerValidator.getInstance
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testMinMaxValues,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testConversionErrors,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testInvalid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 21
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testInvalid,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.ISBNValidator.isValid; org.apache.commons.validator.routines.ISBNValidator.getInstance
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testInvalidISBN10Format,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testInvalidISBN10Format,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.ISBNValidator.isValidISBN10; org.apache.commons.validator.routines.ISBNValidator.validateISBN10; org.apache.commons.validator.routines.ISBNValidator.getInstance
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testInvalidISBN13Format,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testInvalidISBN13Format,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.ISBNValidator.isValidISBN13; org.apache.commons.validator.routines.ISBNValidator.getInstance; org.apache.commons.validator.routines.ISBNValidator.validateISBN13
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testIsValidISBN10,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testIsValidISBN10,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.ISBNValidator.isValid; org.apache.commons.validator.routines.ISBNValidator.isValidISBN10; org.apache.commons.validator.routines.ISBNValidator.getInstance
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testIsValidISBN13,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testIsValidISBN13,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.ISBNValidator.isValidISBN13; org.apache.commons.validator.routines.ISBNValidator.isValid; org.apache.commons.validator.routines.ISBNValidator.getInstance
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testNull,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testNull,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.ISBNValidator.isValidISBN13; org.apache.commons.validator.routines.ISBNValidator.isValid; org.apache.commons.validator.routines.ISBNValidator.convertToISBN13; org.apache.commons.validator.routines.ISBNValidator.isValidISBN10; org.apache.commons.validator.routines.ISBNValidator.validateISBN10; org.apache.commons.validator.routines.ISBNValidator.getInstance; org.apache.commons.validator.routines.ISBNValidator.validateISBN13; org.apache.commons.validator.routines.ISBNValidator.validate
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testValidateISBN10,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testValidateISBN10,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.ISBNValidator.validateISBN10; org.apache.commons.validator.routines.ISBNValidator.getInstance; org.apache.commons.validator.routines.ISBNValidator.validate
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testValidateISBN10Convert,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testValidateISBN10Convert,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.ISBNValidator.getInstance; org.apache.commons.validator.routines.ISBNValidator.validate
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testValidateISBN13,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testValidateISBN13,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.ISBNValidator.getInstance; org.apache.commons.validator.routines.ISBNValidator.validateISBN13; org.apache.commons.validator.routines.ISBNValidator.validate
commons-validator,org.apache.commons.validator.routines,ISINValidatorTest,testInvalidTrue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,ISSNValidatorTest,testConversionErrors,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,ISSNValidatorTest,testIsValidExtract,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,ISSNValidatorTest,testIsValidISSNConvert,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,ISSNValidatorTest,testIsValidISSNConvert,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.checkdigit.CheckDigit.isValid; org.apache.commons.validator.routines.ISSNValidator.convertToEAN13
commons-validator,org.apache.commons.validator.routines,ISSNValidatorTest,testIsValidISSNConvertSuffix,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-validator,org.apache.commons.validator.routines,ISSNValidatorTest,testValidCheckDigitEan13,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongRangeMinMax,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongValidatorMethods,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongValidatorMethods,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.AbstractNumberValidator.isValid; org.apache.commons.validator.routines.LongValidator.validate; org.apache.commons.validator.routines.LongValidator.getInstance; org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.LongValidator.validate; org.apache.commons.validator.routines.LongValidator.validate
commons-validator,org.apache.commons.validator.routines,PercentValidatorTest,testFormatType,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,PercentValidatorTest,testFormatType,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.PercentValidator.getInstance; org.apache.commons.validator.routines.AbstractNumberValidator.getFormatType
commons-validator,org.apache.commons.validator.routines,PercentValidatorTest,testInvalid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-validator,org.apache.commons.validator.routines,PercentValidatorTest,testInvalid,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.PercentValidator.getInstance; org.apache.commons.validator.routines.BigDecimalValidator.validate; org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.AbstractFormatValidator.isValid
commons-validator,org.apache.commons.validator.routines,PercentValidatorTest,testValid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-validator,org.apache.commons.validator.routines,PercentValidatorTest,testValid,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.PercentValidator.getInstance; org.apache.commons.validator.routines.BigDecimalValidator.validate; org.apache.commons.validator.routines.BigDecimalValidator.validate
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testExceptions,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testGetPatterns,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testMissingRegex,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testMissingRegex,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testMultipleInsensitive,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testMultipleInsensitive,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.RegexValidator.isValid; org.apache.commons.validator.routines.RegexValidator.match; org.apache.commons.validator.routines.RegexValidator.validate
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testMultipleSensitive,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testMultipleSensitive,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.RegexValidator.isValid; org.apache.commons.validator.routines.RegexValidator.match; org.apache.commons.validator.routines.RegexValidator.validate
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testNullValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testNullValue,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.RegexValidator.isValid; org.apache.commons.validator.routines.RegexValidator.match; org.apache.commons.validator.routines.RegexValidator.validate
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testSingle,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testSingle,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.RegexValidator.isValid; org.apache.commons.validator.routines.RegexValidator.match; org.apache.commons.validator.routines.RegexValidator.validate
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testToString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,ShortValidatorTest,testShortRangeMinMax,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,ShortValidatorTest,testShortValidatorMethods,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-validator,org.apache.commons.validator.routines,ShortValidatorTest,testShortValidatorMethods,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.ShortValidator.getInstance; org.apache.commons.validator.routines.ShortValidator.validate; org.apache.commons.validator.routines.AbstractNumberValidator.isValid; org.apache.commons.validator.routines.AbstractFormatValidator.isValid; org.apache.commons.validator.routines.ShortValidator.validate; org.apache.commons.validator.routines.ShortValidator.validate; org.apache.commons.validator.routines.AbstractFormatValidator.isValid
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testCompare,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 18
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testCompare,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.TimeValidator.compareHours; org.apache.commons.validator.routines.TimeValidator.compareTime; org.apache.commons.validator.routines.TimeValidator.compareSeconds; org.apache.commons.validator.routines.TimeValidator.compareMinutes
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testFormat,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testFormat,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.AbstractFormatValidator.format; org.apache.commons.validator.routines.TimeValidator.getInstance
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testLocaleInvalid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testLocaleInvalid,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.TimeValidator.validate; org.apache.commons.validator.routines.AbstractFormatValidator.isValid
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testLocaleValid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testLocaleValid,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.validator.routines.TimeValidator.validate; org.apache.commons.validator.routines.AbstractFormatValidator.isValid
